date,ticker,open,high,low,close,volume,instrument_type
2021-05-07,XOM,61.06999969482422,62.470001220703125,60.849998474121094,62.43000030517578,33610600,EQUITY
2021-05-10,XOM,63.2400016784668,64.0199966430664,62.529998779296875,62.58000183105469,31956600,EQUITY
2021-05-11,XOM,61.630001068115234,62.38999938964844,60.38999938964844,60.59000015258789,34563800,EQUITY
2021-05-12,XOM,60.0099983215332,61.68000030517578,59.75,60.040000915527344,34426500,EQUITY
2021-05-13,XOM,59.0,60.45000076293945,58.75,59.29999923706055,24268200,EQUITY
2021-05-14,XOM,59.93000030517578,60.880001068115234,59.93000030517578,60.77000045776367,20735400,EQUITY
2021-05-17,XOM,60.540000915527344,62.25,60.43000030517578,62.189998626708984,25282500,EQUITY
2021-05-18,XOM,62.0,62.29999923706055,60.400001525878906,60.43000030517578,25170800,EQUITY
2021-05-19,XOM,59.099998474121094,59.86000061035156,58.41999816894531,58.97999954223633,28889800,EQUITY
2021-05-20,XOM,58.95000076293945,59.150001525878906,58.2400016784668,58.84000015258789,20692500,EQUITY
2021-05-21,XOM,59.41999816894531,59.83000183105469,58.849998474121094,58.91999816894531,20792700,EQUITY
2021-05-24,XOM,59.08000183105469,59.79999923706055,58.689998626708984,59.61000061035156,18400300,EQUITY
2021-05-25,XOM,59.5,59.540000915527344,58.119998931884766,58.2599983215332,25616100,EQUITY
2021-05-26,XOM,58.25,59.119998931884766,57.900001525878906,58.939998626708984,21698700,EQUITY
2021-05-27,XOM,59.22999954223633,59.70000076293945,58.02000045776367,58.560001373291016,33556000,EQUITY
2021-05-28,XOM,58.72999954223633,58.79999923706055,58.11000061035156,58.369998931884766,19246800,EQUITY
2021-06-01,XOM,59.45000076293945,60.70000076293945,59.45000076293945,60.459999084472656,28474200,EQUITY
2021-06-02,XOM,60.75,61.310001373291016,60.16999816894531,60.939998626708984,22978300,EQUITY
2021-06-03,XOM,60.54999923706055,61.40999984741211,60.349998474121094,61.18000030517578,20272800,EQUITY
2021-06-04,XOM,61.459999084472656,61.70000076293945,60.779998779296875,61.45000076293945,20427800,EQUITY
